date;MVDA10
20231027;12581.86
20231028;12672.59
20231029;12750.53
20231030;12932.1
20231031;12937.21
20231101;12978.9
20231102;13057.88
20231103;13153.08
20231104;13288.37
20231105;13633.16
20231106;13908.93
20231107;13603.73
20231108;14015.28
20231109;14322.23
20231110;14828.7
20231111;15106.87
20231112;14864.2
20231113;14798.83
20231114;14625.51
20231115;14720.29
20231116;14663.43
20231117;14006.85
20231118;14350.97
20231119;14446.42
20231120;14630.06
20231121;14549.46
20231122;14251.66
20231123;14503.07
20231124;14728.01
20231125;14732.71
20231126;14491.41
20231127;14313.54
20231128;14593.57
20231129;14514.03
20231130;14495.7
20231201;14902.24
20231202;14928.14
20231203;15205.12
20231204;15575.6
20231205;15730.85
20231206;16133.46
20231207;16427.58
20231208;16873.61
20231209;17102.03
20231210;17006.07
20231211;16322.17
20231212;16238.24
20231213;16357.26
20231214;16841.9
20231215;16563.12
20231216;16840.54
20231217;16566.77
20231218;16101.68
20231219;16405.08
20231220;16938.41
20231221;17272.86
20231222;17553.74
20231223;17605.25
20231224;18001.78
20231225;18067.53
20231226;17780.1
20231227;18228.48
20231228;18080.81
20231229;17715.62
20231230;17887.36
20231231;17879.65
20240101;17928.39
20240102;18496.52
20240103;17418.35
20240104;17716.37
20240105;17148.4
20240106;17290.51
20240107;17129.36
20240108;17349.36
20240109;17675.71
